Supplier,Transporter,Week,Shipment_Qty
S231,T001,2,0.0
S231,T001,3,0.0
S231,T001,4,0.0
S231,T001,5,0.0
S231,T001,6,0.0
S231,T001,7,0.0
S231,T001,8,0.0
S231,T001,9,0.0
S231,T001,10,0.0
S231,T001,11,0.0
S231,T001,12,0.0
S231,T001,13,0.0
S231,T001,14,0.0
S231,T001,15,0.0
S231,T001,16,0.0
S231,T001,17,0.0
S231,T001,18,0.0
S231,T001,19,249.0
S231,T001,20,707.0
S231,T001,21,0.0
S231,T001,22,0.0
S231,T001,23,0.0
S231,T001,24,1168.0
S231,T002,1,0.0
S231,T002,2,0.0
S231,T002,3,0.0
S231,T002,4,0.0
S231,T002,5,0.0
S231,T002,6,0.0
S231,T002,7,1168.0
S231,T002,8,0.0
S231,T002,9,0.0
S231,T002,10,0.0
S231,T002,11,1168.0
S231,T002,12,0.0
S231,T002,13,0.0
S231,T002,14,0.0
S231,T002,15,0.0
S231,T002,16,1168.0
S231,T002,17,0.0
S231,T002,18,1168.0
S231,T002,19,0.0
S231,T002,20,0.0
S231,T002,21,0.0
S231,T002,22,0.0
S231,T002,23,0.0
S231,T002,24,0.0
S231,T003,1,0.0
S231,T003,2,0.0
S231,T003,3,0.0
S231,T003,4,0.0
S231,T003,5,0.0
S231,T003,6,1168.0
S231,T003,7,0.0
S231,T003,8,0.0
S231,T003,9,0.0
S231,T003,10,0.0
S231,T003,11,0.0
S231,T003,12,0.0
S231,T003,13,0.0
S231,T003,14,0.0
S231,T003,15,0.0
S231,T003,16,0.0
S231,T003,17,0.0
S231,T003,18,0.0
S231,T003,19,0.0
S231,T003,20,0.0
S231,T003,21,0.0
S231,T003,22,0.0
S231,T003,23,0.0
S231,T003,24,0.0
S231,T004,1,0.0
S231,T004,2,0.0
S231,T004,3,0.0
S231,T004,4,0.0
S231,T004,5,0.0
S231,T004,6,0.0
S231,T004,7,0.0
S231,T004,8,1168.0
S231,T004,9,0.0
S231,T004,10,0.0
S231,T004,11,0.0
S231,T004,12,0.0
S231,T004,13,0.0
S231,T004,14,1168.0
S231,T004,15,0.0
S231,T004,16,0.0
S231,T004,17,369.0
S231,T004,18,0.0
S231,T004,19,0.0
S231,T004,20,461.0
S231,T004,21,0.0
S231,T004,22,0.0
S231,T004,23,1168.0
S231,T004,24,0.0
S231,T005,1,0.0
S231,T005,2,1168.0
S231,T005,3,0.0
S231,T005,4,0.0
S231,T005,5,0.0
S231,T005,6,0.0
S231,T005,7,0.0
S231,T005,8,0.0
S231,T005,9,0.0
S231,T005,10,0.0
S231,T005,11,0.0
S231,T005,12,0.0
S231,T005,13,1168.0
S231,T005,14,0.0
S231,T005,15,0.0
S231,T005,16,0.0
S231,T005,17,0.0
S231,T005,18,0.0
S231,T005,19,0.0
S231,T005,20,0.0
S231,T005,21,0.0
S231,T005,22,0.0
S231,T005,23,0.0
S231,T005,24,0.0
S231,T006,1,0.0
S231,T006,2,0.0
S231,T006,3,0.0
S231,T006,4,1168.0
S231,T006,5,1168.0
S231,T006,6,0.0
S231,T006,7,0.0
S231,T006,8,0.0
S231,T006,9,0.0
S231,T006,10,0.0
S231,T006,11,0.0
S231,T006,12,0.0
S231,T006,13,0.0
S231,T006,14,0.0
S231,T006,15,1168.0
S231,T006,16,0.0
S231,T006,17,799.0
S231,T006,18,0.0
S231,T006,19,0.0
S231,T006,20,0.0
S231,T006,21,1168.0
S231,T006,22,0.0
S231,T006,23,0.0
S231,T006,24,0.0
S231,T007,1,1168.0
S231,T007,2,0.0
S231,T007,3,1168.0
S231,T007,4,0.0
S231,T007,5,0.0
S231,T007,6,0.0
S231,T007,7,0.0
S231,T007,8,0.0
S231,T007,9,1168.0
S231,T007,10,0.0
S231,T007,11,0.0
S231,T007,12,0.0
S231,T007,13,0.0
S231,T007,14,0.0
S231,T007,15,0.0
S231,T007,16,0.0
S231,T007,17,0.0
S231,T007,18,0.0
S231,T007,19,279.0
S231,T007,20,0.0
S231,T007,21,0.0
S231,T007,22,0.0
S231,T007,23,0.0
S231,T007,24,0.0
S231,T008,1,0.0
S231,T008,2,0.0
S231,T008,3,0.0
S231,T008,4,0.0
S231,T008,5,0.0
S231,T008,6,0.0
S231,T008,7,0.0
S231,T008,8,0.0
S231,T008,9,0.0
S231,T008,10,0.0
S231,T008,11,0.0
S231,T008,12,0.0
S231,T008,13,0.0
S231,T008,14,0.0
S231,T008,15,0.0
S231,T008,16,0.0
S231,T008,17,0.0
S231,T008,18,0.0
S231,T008,19,0.0
S231,T008,20,0.0
S231,T008,21,0.0
S231,T008,22,0.0
S231,T008,23,0.0
S231,T008,24,0.0
S359,T001,1,0.0
S359,T001,2,0.0
S359,T001,3,0.0
S359,T001,4,0.0
S359,T001,5,0.0
S359,T001,6,0.0
S359,T001,7,0.0
S359,T001,8,1143.0
S359,T001,9,1143.0
S359,T001,10,0.0
S359,T001,11,0.0
S359,T001,12,0.0
S359,T001,13,0.0
S359,T001,14,0.0
S359,T001,15,0.0
S359,T001,16,0.0
S359,T001,17,299.0
S359,T001,18,0.0
S359,T001,19,0.0
S359,T001,20,0.0
S359,T001,21,1143.0
S359,T001,22,0.0
S359,T001,23,0.0
S359,T001,24,0.0
S359,T002,1,0.0
S359,T002,2,1143.0
S359,T002,3,0.0
S359,T002,4,0.0
S359,T002,5,0.0
S359,T002,6,1143.0
S359,T002,7,1143.0
S359,T002,8,0.0
S359,T002,9,0.0
S359,T002,10,1143.0
S359,T002,11,0.0
S359,T002,12,0.0
S359,T002,13,0.0
S359,T002,14,1143.0
S359,T002,15,0.0
S359,T002,16,0.0
S359,T002,17,0.0
S359,T002,18,0.0
S359,T002,19,0.0
S359,T002,20,0.0
S359,T002,21,0.0
S359,T002,22,0.0
S359,T002,23,0.0
S359,T002,24,0.0
S359,T003,1,0.0
S359,T003,2,0.0
S359,T003,3,0.0
S359,T003,4,0.0
S359,T003,5,0.0
S359,T003,6,0.0
S359,T003,7,0.0
S359,T003,8,0.0
S359,T003,9,0.0
S359,T003,10,0.0
S359,T003,11,0.0
S359,T003,12,0.0
S359,T003,13,1143.0
S359,T003,14,0.0
S359,T003,15,0.0
S359,T003,16,0.0
S359,T003,17,0.0
S359,T003,18,0.0
S359,T003,19,0.0
S359,T003,20,0.0
S359,T003,21,0.0
S359,T003,22,0.0
S359,T003,23,0.0
S359,T003,24,0.0
S359,T004,1,0.0
S359,T004,2,0.0
S359,T004,3,0.0
S359,T004,4,0.0
S359,T004,5,0.0
S359,T004,6,0.0
S359,T004,7,0.0
S359,T004,8,0.0
S359,T004,9,0.0
S359,T004,10,0.0
S359,T004,11,0.0
S359,T004,12,0.0
S359,T004,13,0.0
S359,T004,14,0.0
S359,T004,15,0.0
S359,T004,16,0.0
S359,T004,17,0.0
S359,T004,18,0.0
S359,T004,19,0.0
S359,T004,20,0.0
S359,T004,21,0.0
S359,T004,22,0.0
S359,T004,23,0.0
S359,T004,24,0.0
S359,T005,1,0.0
S359,T005,2,0.0
S359,T005,3,0.0
S359,T005,4,0.0
S359,T005,5,1143.0
S359,T005,6,0.0
S359,T005,7,0.0
S359,T005,8,0.0
S359,T005,9,0.0
S359,T005,10,0.0
S359,T005,11,1143.0
S359,T005,12,0.0
S359,T005,13,0.0
S359,T005,14,0.0
S359,T005,15,0.0
S359,T005,16,0.0
S359,T005,17,0.0
S359,T005,18,0.0
S359,T005,19,0.0
S359,T005,20,0.0
S359,T005,21,0.0
S359,T005,22,1143.0
S359,T005,23,0.0
S359,T005,24,0.0
S359,T006,1,0.0
S359,T006,2,0.0
S359,T006,3,0.0
S359,T006,4,0.0
S359,T006,5,0.0
S359,T006,6,0.0
S359,T006,7,0.0
S359,T006,8,0.0
S359,T006,9,0.0
S359,T006,10,0.0
S359,T006,11,0.0
S359,T006,12,0.0
S359,T006,13,0.0
S359,T006,14,0.0
S359,T006,15,1143.0
S359,T006,16,0.0
S359,T006,17,0.0
S359,T006,18,0.0
S359,T006,19,0.0
S359,T006,20,0.0
S359,T006,21,0.0
S359,T006,22,0.0
S359,T006,23,0.0
S359,T006,24,666.0
S359,T007,1,1143.0
S359,T007,2,0.0
S359,T007,3,1143.0
S359,T007,4,0.0
S359,T007,5,0.0
S359,T007,6,0.0
S359,T007,7,0.0
S359,T007,8,0.0
S359,T007,9,0.0
S359,T007,10,0.0
S359,T007,11,0.0
S359,T007,12,0.0
S359,T007,13,0.0
S359,T007,14,0.0
S359,T007,15,0.0
S359,T007,16,1143.0
S359,T007,17,0.0
S359,T007,18,0.0
S359,T007,19,1143.0
S359,T007,20,1143.0
S359,T007,21,0.0
S359,T007,22,0.0
S359,T007,23,0.0
S359,T007,24,0.0
S359,T008,1,0.0
S359,T008,2,0.0
S359,T008,3,0.0
S359,T008,4,1143.0
S359,T008,5,0.0
S359,T008,6,0.0
S359,T008,7,0.0
S359,T008,8,0.0
S359,T008,9,0.0
S359,T008,10,0.0
S359,T008,11,0.0
S359,T008,12,1143.0
S359,T008,13,0.0
S359,T008,14,0.0
S359,T008,15,0.0
S359,T008,16,0.0
S359,T008,17,0.0
S359,T008,18,1143.0
S359,T008,19,0.0
S359,T008,20,0.0
S359,T008,21,0.0
S359,T008,22,0.0
S359,T008,23,0.0
S359,T008,24,477.0
S038,T001,1,0.0
S038,T001,2,0.0
S038,T001,3,0.0
S038,T001,4,0.0
S038,T001,5,0.0
S038,T001,6,0.0
S038,T001,7,0.0
S038,T001,8,0.0
S038,T001,9,0.0
S038,T001,10,0.0
S038,T001,11,0.0
S038,T001,12,278.0
S038,T001,13,0.0
S038,T001,14,0.0
S038,T001,15,0.0
S038,T001,16,1154.0
S038,T001,17,0.0
S038,T001,18,0.0
S038,T001,19,0.0
S038,T001,20,0.0
S038,T001,21,0.0
S038,T001,22,0.0
S038,T001,23,0.0
S038,T001,24,1154.0
S038,T002,1,0.0
S038,T002,2,0.0
S038,T002,3,0.0
S038,T002,4,0.0
S038,T002,5,0.0
S038,T002,6,0.0
S038,T002,7,1154.0
S038,T002,8,0.0
S038,T002,9,0.0
S038,T002,10,0.0
S038,T002,11,0.0
S038,T002,12,0.0
S038,T002,13,0.0
S038,T002,14,0.0
S038,T002,15,225.0
S038,T002,16,0.0
S038,T002,17,0.0
S038,T002,18,362.0
S038,T002,19,0.0
S038,T002,20,0.0
S038,T002,21,0.0
S038,T002,22,0.0
S038,T002,23,0.0
S038,T002,24,0.0
S038,T003,1,0.0
S038,T003,2,0.0
S038,T003,3,0.0
S038,T003,4,0.0
S038,T003,5,0.0
S038,T003,6,0.0
S038,T003,7,0.0
S038,T003,8,0.0
S038,T003,9,0.0
S038,T003,10,0.0
S038,T003,11,0.0
S038,T003,12,0.0
S038,T003,13,0.0
S038,T003,14,1154.0
S038,T003,15,0.0
S038,T003,16,0.0
S038,T003,17,0.0
S038,T003,18,0.0
S038,T003,19,0.0
S038,T003,20,0.0
S038,T003,21,0.0
S038,T003,22,0.0
S038,T003,23,0.0
S038,T003,24,0.0
S038,T004,1,0.0
S038,T004,2,0.0
S038,T004,3,1154.0
S038,T004,4,969.0
S038,T004,5,347.0
S038,T004,6,1154.0
S038,T004,7,0.0
S038,T004,8,1154.0
S038,T004,9,0.0
S038,T004,10,0.0
S038,T004,11,0.0
S038,T004,12,0.0
S038,T004,13,0.0
S038,T004,14,0.0
S038,T004,15,0.0
S038,T004,16,0.0
S038,T004,17,0.0
S038,T004,18,0.0
S038,T004,19,0.0
S038,T004,20,0.0
S038,T004,21,0.0
S038,T004,22,0.0
S038,T004,23,672.0
S038,T004,24,0.0
S038,T005,1,0.0
S038,T005,2,0.0
S038,T005,3,0.0
S038,T005,4,185.0
S038,T005,5,0.0
S038,T005,6,0.0
S038,T005,7,0.0
S038,T005,8,0.0
S038,T005,9,0.0
S038,T005,10,0.0
S038,T005,11,0.0
S038,T005,12,0.0
S038,T005,13,0.0
S038,T005,14,0.0
S038,T005,15,0.0
S038,T005,16,0.0
S038,T005,17,0.0
S038,T005,18,0.0
S038,T005,19,706.0
S038,T005,20,0.0
S038,T005,21,0.0
S038,T005,22,0.0
S038,T005,23,0.0
S038,T005,24,0.0
S038,T006,1,0.0
S038,T006,2,0.0
S038,T006,3,0.0
S038,T006,4,0.0
S038,T006,5,0.0
S038,T006,6,0.0
S038,T006,7,0.0
S038,T006,8,0.0
S038,T006,9,0.0
S038,T006,10,1154.0
S038,T006,11,0.0
S038,T006,12,0.0
S038,T006,13,0.0
S038,T006,14,0.0
S038,T006,15,0.0
S038,T006,16,0.0
S038,T006,17,1154.0
S038,T006,18,792.0
S038,T006,19,0.0
S038,T006,20,0.0
S038,T006,21,0.0
S038,T006,22,1154.0
S038,T006,23,0.0
S038,T006,24,0.0
S038,T007,1,0.0
S038,T007,2,0.0
S038,T007,3,0.0
S038,T007,4,0.0
S038,T007,5,0.0
S038,T007,6,0.0
S038,T007,7,0.0
S038,T007,8,0.0
S038,T007,9,306.0
S038,T007,10,0.0
S038,T007,11,0.0
S038,T007,12,0.0
S038,T007,13,0.0
S038,T007,14,0.0
S038,T007,15,929.0
S038,T007,16,0.0
S038,T007,17,0.0
S038,T007,18,0.0
S038,T007,19,0.0
S038,T007,20,0.0
S038,T007,21,0.0
S038,T007,22,0.0
S038,T007,23,482.0
S038,T007,24,0.0
S038,T008,1,0.0
S038,T008,2,1154.0
S038,T008,3,0.0
S038,T008,4,0.0
S038,T008,5,807.0
S038,T008,6,0.0
S038,T008,7,0.0
S038,T008,8,0.0
S038,T008,9,0.0
S038,T008,10,0.0
S038,T008,11,1154.0
S038,T008,12,0.0
S038,T008,13,426.0
S038,T008,14,0.0
S038,T008,15,0.0
S038,T008,16,0.0
S038,T008,17,0.0
S038,T008,18,0.0
S038,T008,19,0.0
S038,T008,20,1154.0
S038,T008,21,1154.0
S038,T008,22,0.0
S038,T008,23,0.0
S038,T008,24,0.0
S222,T001,1,0.0
S222,T001,2,0.0
S222,T001,3,0.0
S222,T001,4,0.0
S222,T001,5,0.0
S222,T001,6,0.0
S222,T001,7,0.0
S222,T001,8,1063.0
S222,T001,9,0.0
S222,T001,10,0.0
S222,T001,11,288.0
S222,T001,12,0.0
S222,T001,13,1063.0
S222,T001,14,0.0
S222,T001,15,0.0
S222,T001,16,0.0
S222,T001,17,0.0
S222,T001,18,0.0
S222,T001,19,0.0
S222,T001,20,0.0
S222,T001,21,0.0
S222,T001,22,0.0
S222,T001,23,0.0
S222,T001,24,0.0
S222,T002,1,0.0
S222,T002,2,0.0
S222,T002,3,0.0
S222,T002,4,0.0
S222,T002,5,0.0
S222,T002,6,0.0
S222,T002,7,0.0
S222,T002,8,0.0
S222,T002,9,0.0
S222,T002,10,287.0
S222,T002,11,775.0
S222,T002,12,0.0
S222,T002,13,0.0
S222,T002,14,0.0
S222,T002,15,0.0
S222,T002,16,0.0
S222,T002,17,0.0
S222,T002,18,0.0
S222,T002,19,266.0
S222,T002,20,0.0
S222,T002,21,1063.0
S222,T002,22,0.0
S222,T002,23,0.0
S222,T002,24,1063.0
S222,T003,1,0.0
S222,T003,2,0.0
S222,T003,3,0.0
S222,T003,4,1063.0
S222,T003,5,1063.0
S222,T003,6,0.0
S222,T003,7,1063.0
S222,T003,8,0.0
S222,T003,9,0.0
S222,T003,10,0.0
S222,T003,11,0.0
S222,T003,12,0.0
S222,T003,13,0.0
S222,T003,14,0.0
S222,T003,15,0.0
S222,T003,16,709.0
S222,T003,17,0.0
S222,T003,18,0.0
S222,T003,19,0.0
S222,T003,20,0.0
S222,T003,21,0.0
S222,T003,22,0.0
S222,T003,23,0.0
S222,T003,24,0.0
S222,T004,1,0.0
S222,T004,2,0.0
S222,T004,3,0.0
S222,T004,4,0.0
S222,T004,5,0.0
S222,T004,6,0.0
S222,T004,7,0.0
S222,T004,8,0.0
S222,T004,9,406.0
S222,T004,10,0.0
S222,T004,11,0.0
S222,T004,12,0.0
S222,T004,13,0.0
S222,T004,14,0.0
S222,T004,15,1063.0
S222,T004,16,354.0
S222,T004,17,0.0
S222,T004,18,1063.0
S222,T004,19,0.0
S222,T004,20,0.0
S222,T004,21,0.0
S222,T004,22,0.0
S222,T004,23,0.0
S222,T004,24,0.0
S222,T005,1,0.0
S222,T005,2,0.0
S222,T005,3,0.0
S222,T005,4,0.0
S222,T005,5,0.0
S222,T005,6,0.0
S222,T005,7,0.0
S222,T005,8,0.0
S222,T005,9,0.0
S222,T005,10,0.0
S222,T005,11,0.0
S222,T005,12,0.0
S222,T005,13,0.0
S222,T005,14,0.0
S222,T005,15,0.0
S222,T005,16,0.0
S222,T005,17,0.0
S222,T005,18,0.0
S222,T005,19,0.0
S222,T005,20,0.0
S222,T005,21,0.0
S222,T005,22,0.0
S222,T005,23,0.0
S222,T005,24,0.0
S222,T006,1,0.0
S222,T006,2,1063.0
S222,T006,3,0.0
S222,T006,4,0.0
S222,T006,5,0.0
S222,T006,6,0.0
S222,T006,7,0.0
S222,T006,8,0.0
S222,T006,9,0.0
S222,T006,10,0.0
S222,T006,11,0.0
S222,T006,12,0.0
S222,T006,13,0.0
S222,T006,14,0.0
S222,T006,15,0.0
S222,T006,16,0.0
S222,T006,17,0.0
S222,T006,18,0.0
S222,T006,19,0.0
S222,T006,20,0.0
S222,T006,21,0.0
S222,T006,22,0.0
S222,T006,23,630.0
S222,T006,24,0.0
S222,T007,1,659.0
S222,T007,2,0.0
S222,T007,3,0.0
S222,T007,4,0.0
S222,T007,5,0.0
S222,T007,6,0.0
S222,T007,7,0.0
S222,T007,8,0.0
S222,T007,9,0.0
S222,T007,10,0.0
S222,T007,11,0.0
S222,T007,12,1063.0
S222,T007,13,0.0
S222,T007,14,1063.0
S222,T007,15,0.0
S222,T007,16,0.0
S222,T007,17,1063.0
S222,T007,18,0.0
S222,T007,19,0.0
S222,T007,20,0.0
S222,T007,21,0.0
S222,T007,22,0.0
S222,T007,23,0.0
S222,T007,24,0.0
S222,T008,1,404.0
S222,T008,2,0.0
S222,T008,3,1063.0
S222,T008,4,0.0
S222,T008,5,0.0
S222,T008,6,0.0
S222,T008,7,0.0
S222,T008,8,0.0
S222,T008,9,0.0
S222,T008,10,776.0
S222,T008,11,0.0
S222,T008,12,0.0
S222,T008,13,0.0
S222,T008,14,0.0
S222,T008,15,0.0
S222,T008,16,0.0
S222,T008,17,0.0
S222,T008,18,0.0
S222,T008,19,0.0
S222,T008,20,0.0
S222,T008,21,0.0
S222,T008,22,1063.0
S222,T008,23,433.0
S222,T008,24,0.0
S383,T001,1,0.0
S383,T001,2,0.0
S383,T001,3,0.0
S383,T001,4,0.0
S383,T001,5,1028.0
S383,T001,6,0.0
S383,T001,7,0.0
S383,T001,8,0.0
S383,T001,9,0.0
S383,T001,10,0.0
S383,T001,11,1126.0
S383,T001,12,0.0
S383,T001,13,0.0
S383,T001,14,0.0
S383,T001,15,0.0
S383,T001,16,1126.0
S383,T001,17,0.0
S383,T001,18,0.0
S383,T001,19,0.0
S383,T001,20,0.0
S383,T001,21,0.0
S383,T001,22,1126.0
S383,T001,23,0.0
S383,T001,24,0.0
S383,T002,1,0.0
S383,T002,2,0.0
S383,T002,3,0.0
S383,T002,4,716.0
S383,T002,5,0.0
S383,T002,6,0.0
S383,T002,7,0.0
S383,T002,8,0.0
S383,T002,9,0.0
S383,T002,10,0.0
S383,T002,11,0.0
S383,T002,12,0.0
S383,T002,13,0.0
S383,T002,14,0.0
S383,T002,15,0.0
S383,T002,16,0.0
S383,T002,17,0.0
S383,T002,18,0.0
S383,T002,19,0.0
S383,T002,20,1126.0
S383,T002,21,0.0
S383,T002,22,0.0
S383,T002,23,0.0
S383,T002,24,0.0
S383,T003,1,0.0
S383,T003,2,1126.0
S383,T003,3,0.0
S383,T003,4,0.0
S383,T003,5,0.0
S383,T003,6,0.0
S383,T003,7,1126.0
S383,T003,8,0.0
S383,T003,9,0.0
S383,T003,10,0.0
S383,T003,11,0.0
S383,T003,12,1126.0
S383,T003,13,0.0
S383,T003,14,0.0
S383,T003,15,0.0
S383,T003,16,0.0
S383,T003,17,0.0
S383,T003,18,0.0
S383,T003,19,0.0
S383,T003,20,0.0
S383,T003,21,0.0
S383,T003,22,0.0
S383,T003,23,1126.0
S383,T003,24,0.0
S383,T004,1,0.0
S383,T004,2,0.0
S383,T004,3,0.0
S383,T004,4,0.0
S383,T004,5,0.0
S383,T004,6,0.0
S383,T004,7,0.0
S383,T004,8,0.0
S383,T004,9,1126.0
S383,T004,10,1126.0
S383,T004,11,0.0
S383,T004,12,0.0
S383,T004,13,271.0
S383,T004,14,0.0
S383,T004,15,0.0
S383,T004,16,0.0
S383,T004,17,1126.0
S383,T004,18,0.0
S383,T004,19,1126.0
S383,T004,20,0.0
S383,T004,21,0.0
S383,T004,22,0.0
S383,T004,23,0.0
S383,T004,24,0.0
S383,T005,1,0.0
S383,T005,2,0.0
S383,T005,3,0.0
S383,T005,4,410.0
S383,T005,5,0.0
S383,T005,6,1126.0
S383,T005,7,0.0
S383,T005,8,1126.0
S383,T005,9,0.0
S383,T005,10,0.0
S383,T005,11,0.0
S383,T005,12,0.0
S383,T005,13,0.0
S383,T005,14,0.0
S383,T005,15,1126.0
S383,T005,16,0.0
S383,T005,17,0.0
S383,T005,18,0.0
S383,T005,19,0.0
S383,T005,20,0.0
S383,T005,21,0.0
S383,T005,22,0.0
S383,T005,23,0.0
S383,T005,24,344.0
S383,T006,1,0.0
S383,T006,2,0.0
S383,T006,3,0.0
S383,T006,4,0.0
S383,T006,5,0.0
S383,T006,6,0.0
S383,T006,7,0.0
S383,T006,8,0.0
S383,T006,9,0.0
S383,T006,10,0.0
S383,T006,11,0.0
S383,T006,12,0.0
S383,T006,13,0.0
S383,T006,14,0.0
S383,T006,15,0.0
S383,T006,16,0.0
S383,T006,17,0.0
S383,T006,18,1126.0
S383,T006,19,0.0
S383,T006,20,0.0
S383,T006,21,0.0
S383,T006,22,0.0
S383,T006,23,0.0
S383,T006,24,0.0
S383,T007,1,1126.0
S383,T007,2,0.0
S383,T007,3,0.0
S383,T007,4,0.0
S383,T007,5,0.0
S383,T007,6,0.0
S383,T007,7,0.0
S383,T007,8,0.0
S383,T007,9,0.0
S383,T007,10,0.0
S383,T007,11,0.0
S383,T007,12,0.0
S383,T007,13,0.0
S383,T007,14,0.0
S383,T007,15,0.0
S383,T007,16,0.0
S383,T007,17,0.0
S383,T007,18,0.0
S383,T007,19,0.0
S383,T007,20,0.0
S383,T007,21,0.0
S383,T007,22,0.0
S383,T007,23,0.0
S383,T007,24,0.0
S383,T008,1,0.0
S383,T008,2,0.0
S383,T008,3,0.0
S383,T008,4,0.0
S383,T008,5,0.0
S383,T008,6,0.0
S383,T008,7,0.0
S383,T008,8,0.0
S383,T008,9,0.0
S383,T008,10,0.0
S383,T008,11,0.0
S383,T008,12,0.0
S383,T008,13,0.0
S383,T008,14,0.0
S383,T008,15,0.0
S383,T008,16,0.0
S383,T008,17,0.0
S383,T008,18,0.0
S383,T008,19,0.0
S383,T008,20,0.0
S383,T008,21,0.0
S383,T008,22,0.0
S383,T008,23,0.0
S383,T008,24,0.0
S067,T001,1,761.0
S067,T001,2,0.0
S067,T001,3,0.0
S067,T001,4,0.0
S067,T001,5,0.0
S067,T001,6,0.0
S067,T001,7,0.0
S067,T001,8,0.0
S067,T001,9,0.0
S067,T001,10,0.0
S067,T001,11,0.0
S067,T001,12,0.0
S067,T001,13,711.0
S067,T001,14,0.0
S067,T001,15,0.0
S067,T001,16,0.0
S067,T001,17,0.0
S067,T001,18,0.0
S067,T001,19,0.0
S067,T001,20,0.0
S067,T001,21,0.0
S067,T001,22,0.0
S067,T001,23,0.0
S067,T001,24,1148.0
S067,T002,1,0.0
S067,T002,2,0.0
S067,T002,3,0.0
S067,T002,4,0.0
S067,T002,5,0.0
S067,T002,6,0.0
S067,T002,7,0.0
S067,T002,8,0.0
S067,T002,9,0.0
S067,T002,10,0.0
S067,T002,11,0.0
S067,T002,12,0.0
S067,T002,13,247.0
S067,T002,14,0.0
S067,T002,15,0.0
S067,T002,16,0.0
S067,T002,17,0.0
S067,T002,18,0.0
S067,T002,19,0.0
S067,T002,20,0.0
S067,T002,21,0.0
S067,T002,22,0.0
S067,T002,23,0.0
S067,T002,24,0.0
S067,T003,1,0.0
S067,T003,2,0.0
S067,T003,3,0.0
S067,T003,4,0.0
S067,T003,5,0.0
S067,T003,6,0.0
S067,T003,7,0.0
S067,T003,8,0.0
S067,T003,9,1148.0
S067,T003,10,0.0
S067,T003,11,1148.0
S067,T003,12,0.0
S067,T003,13,0.0
S067,T003,14,0.0
S067,T003,15,0.0
S067,T003,16,1148.0
S067,T003,17,1148.0
S067,T003,18,0.0
S067,T003,19,0.0
S067,T003,20,0.0
S067,T003,21,0.0
S067,T003,22,0.0
S067,T003,23,0.0
S067,T003,24,0.0
S067,T004,1,0.0
S067,T004,2,0.0
S067,T004,3,0.0
S067,T004,4,0.0
S067,T004,5,0.0
S067,T004,6,0.0
S067,T004,7,0.0
S067,T004,8,0.0
S067,T004,9,0.0
S067,T004,10,0.0
S067,T004,11,0.0
S067,T004,12,1148.0
S067,T004,13,0.0
S067,T004,14,0.0
S067,T004,15,0.0
S067,T004,16,0.0
S067,T004,17,0.0
S067,T004,18,0.0
S067,T004,19,317.0
S067,T004,20,0.0
S067,T004,21,0.0
S067,T004,22,0.0
S067,T004,23,0.0
S067,T004,24,0.0
S067,T005,1,0.0
S067,T005,2,0.0
S067,T005,3,0.0
S067,T005,4,0.0
S067,T005,5,0.0
S067,T005,6,0.0
S067,T005,7,0.0
S067,T005,8,0.0
S067,T005,9,0.0
S067,T005,10,0.0
S067,T005,11,0.0
S067,T005,12,0.0
S067,T005,13,0.0
S067,T005,14,0.0
S067,T005,15,0.0
S067,T005,16,0.0
S067,T005,17,0.0
S067,T005,18,0.0
S067,T005,19,0.0
S067,T005,20,0.0
S067,T005,21,0.0
S067,T005,22,0.0
S067,T005,23,0.0
S067,T005,24,0.0
S067,T006,1,387.0
S067,T006,2,0.0
S067,T006,3,818.0
S067,T006,4,0.0
S067,T006,5,0.0
S067,T006,6,1148.0
S067,T006,7,0.0
S067,T006,8,0.0
S067,T006,9,0.0
S067,T006,10,0.0
S067,T006,11,0.0
S067,T006,12,0.0
S067,T006,13,0.0
S067,T006,14,0.0
S067,T006,15,0.0
S067,T006,16,0.0
S067,T006,17,0.0
S067,T006,18,0.0
S067,T006,19,0.0
S067,T006,20,0.0
S067,T006,21,0.0
S067,T006,22,1148.0
S067,T006,23,0.0
S067,T006,24,0.0
S067,T007,1,0.0
S067,T007,2,0.0
S067,T007,3,0.0
S067,T007,4,0.0
S067,T007,5,1148.0
S067,T007,6,0.0
S067,T007,7,0.0
S067,T007,8,0.0
S067,T007,9,0.0
S067,T007,10,0.0
S067,T007,11,0.0
S067,T007,12,0.0
S067,T007,13,0.0
S067,T007,14,1148.0
S067,T007,15,0.0
S067,T007,16,0.0
S067,T007,17,0.0
S067,T007,18,1148.0
S067,T007,19,0.0
S067,T007,20,1148.0
S067,T007,21,1148.0
S067,T007,22,0.0
S067,T007,23,0.0
S067,T007,24,0.0
S067,T008,1,0.0
S067,T008,2,0.0
S067,T008,3,330.0
S067,T008,4,0.0
S067,T008,5,0.0
S067,T008,6,0.0
S067,T008,7,0.0
S067,T008,8,0.0
S067,T008,9,0.0
S067,T008,10,0.0
S067,T008,11,0.0
S067,T008,12,0.0
S067,T008,13,0.0
S067,T008,14,0.0
S067,T008,15,1148.0
S067,T008,16,0.0
S067,T008,17,0.0
S067,T008,18,0.0
S067,T008,19,831.0
S067,T008,20,0.0
S067,T008,21,0.0
S067,T008,22,0.0
S067,T008,23,1148.0
S067,T008,24,0.0
S081,T001,1,0.0
S081,T001,2,0.0
S081,T001,3,0.0
S081,T001,4,0.0
S081,T001,5,0.0
